state,action,reward
[-0.    0.23  0.03 -0.07],0.0,6.164537158900001
[0.   0.03 0.03 0.23],0.0,5.738374621000001
[ 0.   -0.17  0.04  0.53],0.0,5.264860690000001
[-0.   -0.36  0.05  0.84],0.0,4.7387341
[-0.01 -0.56  0.07  1.15],0.0,4.154149
[-0.02 -0.75  0.09  1.46],1.0,3.50461
[-0.04 -0.56  0.12  1.19],1.0,2.7829
[-0.05 -0.37  0.14  0.94],1.0,1.981
[-0.05 -0.17  0.16  0.7 ],0.0,1.09
[-0.06 -0.37  0.17  1.03],1.0,0.09999999999999998
[-0.06 -0.18  0.19  0.8 ],0.0,-1.0
[ 0.01 -0.01 -0.04 -0.03],1.0,4.7387341
[ 0.01  0.19 -0.04 -0.33],1.0,4.154149
[ 0.02  0.38 -0.05 -0.64],1.0,3.50461
[ 0.03  0.58 -0.06 -0.94],1.0,2.7829
[ 0.04  0.78 -0.08 -1.25],1.0,1.981
[ 0.05  0.97 -0.1  -1.57],1.0,1.09
[ 0.07  1.17 -0.13 -1.89],1.0,0.09999999999999998
[ 0.1   1.36 -0.17 -2.22],1.0,-1.0
[0.04 0.01 0.03 0.04],0.0,8.165510013036679
[ 0.04 -0.18  0.03  0.35],1.0,7.961677792262976
[0.03 0.01 0.04 0.06],1.0,7.7351975469588625
[ 0.03  0.2   0.04 -0.22],1.0,7.4835528299542915
[ 0.04  0.4   0.03 -0.5 ],0.0,7.203947588838101
[ 0.05  0.2   0.02 -0.19],0.0,6.893275098709001
[0.05 0.01 0.02 0.11],0.0,6.548083443010001
[ 0.05 -0.19  0.02  0.41],0.0,6.164537158900001
[ 0.05 -0.38  0.03  0.71],0.0,5.738374621000001
[ 0.04 -0.58  0.05  1.01],1.0,5.264860690000001
[ 0.03 -0.38  0.07  0.73],0.0,4.7387341
[ 0.02 -0.58  0.08  1.04],1.0,4.154149
[ 0.01 -0.39  0.1   0.78],1.0,3.50461
[-0.   -0.19  0.12  0.52],0.0,2.7829
[-0.   -0.39  0.13  0.84],0.0,1.981
[-0.01 -0.59  0.14  1.17],0.0,1.09
[-0.02 -0.78  0.17  1.51],1.0,0.09999999999999998
[-0.04 -0.59  0.2   1.27],0.0,-1.0
[-0.01 -0.01  0.    0.02],1.0,9.580327533075362
[-0.01  0.18  0.01 -0.27],0.0,9.533697258972625
[-0.01 -0.01 -0.    0.02],0.0,9.481885843302916
[-0.01 -0.21  0.    0.32],0.0,9.424317603669905
[-0.01 -0.4   0.01  0.61],0.0,9.360352892966562
[-0.02 -0.6   0.02  0.91],1.0,9.289280992185068
[-0.03 -0.4   0.04  0.62],1.0,9.210312213538964
[-0.04 -0.21  0.05  0.34],1.0,9.122569126154405
[-0.05 -0.01  0.06  0.06],1.0,9.025076806838227
[-0.05  0.18  0.06 -0.21],1.0,8.91675200759803
[-0.04  0.37  0.05 -0.49],1.0,8.796391119553366
[-0.04  0.57  0.04 -0.76],0.0,8.66265679950374
[-0.02  0.37  0.03 -0.46],1.0,8.51406311055971
[-0.02  0.57  0.02 -0.74],0.0,8.348959011733012
[-0.01  0.37  0.   -0.44],0.0,8.165510013036679
[ 0.    0.18 -0.   -0.15],0.0,7.961677792262976
[ 0.01 -0.02 -0.01  0.14],0.0,7.7351975469588625
[ 0.01 -0.21 -0.    0.43],1.0,7.4835528299542915
[ 0.   -0.02  0.    0.14],1.0,7.203947588838101
[ 0.    0.18  0.01 -0.15],1.0,6.893275098709001
[ 0.    0.37  0.   -0.44],1.0,6.548083443010001
[ 0.01  0.57 -0.01 -0.73],0.0,6.164537158900001
[ 0.02  0.37 -0.02 -0.44],1.0,5.738374621000001
[ 0.03  0.57 -0.03 -0.74],1.0,5.264860690000001
[ 0.04  0.76 -0.04 -1.04],0.0,4.7387341
[ 0.06  0.57 -0.06 -0.77],1.0,4.154149
[ 0.07  0.77 -0.08 -1.08],1.0,3.50461
[ 0.08  0.96 -0.1  -1.39],0.0,2.7829
[ 0.1   0.77 -0.13 -1.13],0.0,1.981
[ 0.12  0.57 -0.15 -0.88],1.0,1.09
[ 0.13  0.77 -0.17 -1.22],0.0,0.09999999999999998
[ 0.15  0.58 -0.19 -0.99],1.0,-1.0
[ 0.02  0.   -0.02 -0.04],0.0,8.796391119553366
[ 0.02 -0.19 -0.02  0.25],1.0,8.66265679950374
[ 0.02  0.   -0.01 -0.05],0.0,8.51406311055971
[ 0.02 -0.19 -0.02  0.24],0.0,8.348959011733012
[ 0.01 -0.39 -0.01  0.52],0.0,8.165510013036679
[ 0.   -0.58  0.    0.81],1.0,7.961677792262976
[-0.01 -0.39  0.02  0.52],1.0,7.7351975469588625
[-0.02 -0.19  0.03  0.23],1.0,7.4835528299542915
[-0.02  0.    0.03 -0.05],0.0,7.203947588838101
[-0.02 -0.19  0.03  0.25],1.0,6.893275098709001
[-0.02  0.    0.04 -0.03],0.0,6.548083443010001
[-0.02 -0.19  0.03  0.27],1.0,6.164537158900001
[-0.03  0.    0.04 -0.01],0.0,5.738374621000001
[-0.03 -0.19  0.04  0.3 ],0.0,5.264860690000001
[-0.03 -0.39  0.05  0.6 ],1.0,4.7387341
[-0.04 -0.2   0.06  0.32],0.0,4.154149
[-0.04 -0.39  0.06  0.63],0.0,3.50461
[-0.05 -0.59  0.08  0.95],0.0,2.7829
[-0.06 -0.78  0.1   1.26],0.0,1.981
[-0.08 -0.98  0.12  1.58],0.0,1.09
[-0.1  -1.18  0.15  1.91],1.0,0.09999999999999998
[-0.12 -0.98  0.19  1.67],0.0,-1.0
[ 0.   -0.05 -0.01 -0.01],0.0,7.961677792262976
[-0.   -0.24 -0.01  0.29],0.0,7.7351975469588625
[-0.01 -0.44 -0.    0.58],0.0,7.4835528299542915
[-0.01 -0.64  0.01  0.87],1.0,7.203947588838101
[-0.03 -0.44  0.03  0.58],0.0,6.893275098709001
[-0.04 -0.64  0.04  0.88],0.0,6.548083443010001
[-0.05 -0.83  0.06  1.19],1.0,6.164537158900001
[-0.07 -0.64  0.08  0.91],1.0,5.738374621000001
[-0.08 -0.44  0.1   0.65],1.0,5.264860690000001
[-0.09 -0.25  0.11  0.39],0.0,4.7387341
[-0.09 -0.45  0.12  0.71],0.0,4.154149
[-0.1  -0.64  0.13  1.04],1.0,3.50461
[-0.11 -0.45  0.15  0.79],1.0,2.7829
[-0.12 -0.26  0.17  0.55],1.0,1.981
[-0.13 -0.06  0.18  0.32],0.0,1.09
[-0.13 -0.26  0.19  0.66],0.0,0.09999999999999998
[-0.13 -0.46  0.2   1.01],0.0,-1.0
[ 0.03 -0.01 -0.04 -0.  ],0.0,9.210312213538964
[ 0.03 -0.21 -0.04  0.28],1.0,9.122569126154405
[ 0.03 -0.01 -0.03 -0.03],0.0,9.025076806838227
[ 0.03 -0.21 -0.03  0.26],0.0,8.91675200759803
[ 0.02 -0.4  -0.03  0.54],1.0,8.796391119553366
[ 0.01 -0.21 -0.02  0.24],1.0,8.66265679950374
[ 0.01 -0.01 -0.01 -0.06],0.0,8.51406311055971
[ 0.01 -0.21 -0.01  0.23],1.0,8.348959011733012
[ 0.   -0.01 -0.01 -0.07],0.0,8.165510013036679
[ 0.   -0.2  -0.01  0.22],1.0,7.961677792262976
[ 0.   -0.01 -0.01 -0.07],0.0,7.7351975469588625
[-0.   -0.2  -0.01  0.22],0.0,7.4835528299542915
[-0.   -0.4  -0.    0.51],1.0,7.203947588838101
[-0.01 -0.2   0.01  0.21],0.0,6.893275098709001
[-0.02 -0.4   0.01  0.51],0.0,6.548083443010001
[-0.02 -0.6   0.02  0.8 ],0.0,6.164537158900001
[-0.04 -0.79  0.04  1.1 ],1.0,5.738374621000001
[-0.05 -0.6   0.06  0.82],0.0,5.264860690000001
[-0.06 -0.79  0.08  1.13],1.0,4.7387341
[-0.08 -0.6   0.1   0.86],1.0,4.154149
[-0.09 -0.4   0.12  0.6 ],0.0,3.50461
[-0.1  -0.6   0.13  0.93],1.0,2.7829
[-0.11 -0.41  0.15  0.68],0.0,1.981
[-0.12 -0.6   0.16  1.02],1.0,1.09
[-0.13 -0.41  0.18  0.78],0.0,0.09999999999999998
[-0.14 -0.61  0.2   1.12],0.0,-1.0
[-0.02 -0.02  0.01  0.01],0.0,8.348959011733012
[-0.03 -0.21  0.01  0.31],1.0,8.165510013036679
[-0.03 -0.02  0.01  0.01],1.0,7.961677792262976
[-0.03  0.18  0.01 -0.27],0.0,7.7351975469588625
[-0.03 -0.02  0.01  0.02],0.0,7.4835528299542915
[-0.03 -0.21  0.01  0.32],0.0,7.203947588838101
[-0.03 -0.41  0.01  0.61],0.0,6.893275098709001
[-0.04 -0.6   0.03  0.91],0.0,6.548083443010001
[-0.05 -0.8   0.04  1.21],1.0,6.164537158900001
[-0.07 -0.6   0.07  0.93],1.0,5.738374621000001
[-0.08 -0.41  0.09  0.66],0.0,5.264860690000001
[-0.09 -0.61  0.1   0.98],1.0,4.7387341
[-0.1  -0.41  0.12  0.72],1.0,4.154149
[-0.11 -0.22  0.13  0.47],1.0,3.50461
[-0.11 -0.03  0.14  0.22],0.0,2.7829
[-0.11 -0.22  0.15  0.56],0.0,1.981
[-0.12 -0.42  0.16  0.89],0.0,1.09
[-0.13 -0.62  0.18  1.23],1.0,0.09999999999999998
[-0.14 -0.42  0.2   1.  ],1.0,-1.0
[-0.03 -0.02 -0.02  0.04],1.0,7.203947588838101
[-0.03  0.18 -0.02 -0.26],1.0,6.893275098709001
[-0.03  0.37 -0.03 -0.56],0.0,6.548083443010001
[-0.02  0.18 -0.04 -0.27],0.0,6.164537158900001
[-0.01 -0.02 -0.04  0.01],1.0,5.738374621000001
[-0.01  0.18 -0.04 -0.3 ],1.0,5.264860690000001
[-0.01  0.38 -0.05 -0.6 ],1.0,4.7387341
[-0.    0.57 -0.06 -0.91],1.0,4.154149
[ 0.01  0.77 -0.08 -1.22],0.0,3.50461
[ 0.02  0.57 -0.1  -0.96],0.0,2.7829
[ 0.03  0.38 -0.12 -0.7 ],1.0,1.981
[ 0.04  0.58 -0.14 -1.03],1.0,1.09
[ 0.05  0.77 -0.16 -1.36],1.0,0.09999999999999998
[ 0.07  0.97 -0.19 -1.7 ],1.0,-1.0
[ 0.01 -0.01 -0.04  0.02],0.0,9.660065301791043
[ 0.   -0.21 -0.04  0.3 ],0.0,9.622294779767826
[ 0.   -0.4  -0.03  0.58],1.0,9.580327533075362
[-0.01 -0.21 -0.02  0.28],1.0,9.533697258972625
[-0.01 -0.01 -0.02 -0.02],0.0,9.481885843302916
[-0.01 -0.21 -0.02  0.27],0.0,9.424317603669905
[-0.02 -0.4  -0.01  0.55],0.0,9.360352892966562
[-0.02 -0.6   0.    0.84],0.0,9.289280992185068
[-0.04 -0.79  0.02  1.14],1.0,9.210312213538964
[-0.05 -0.6   0.04  0.85],1.0,9.122569126154405
[-0.06 -0.4   0.06  0.57],1.0,9.025076806838227
[-0.07 -0.21  0.07  0.29],1.0,8.91675200759803
[-0.08 -0.01  0.07  0.02],0.0,8.796391119553366
[-0.08 -0.21  0.07  0.34],1.0,8.66265679950374
[-0.08 -0.02  0.08  0.07],1.0,8.51406311055971
[-0.08  0.18  0.08 -0.19],1.0,8.348959011733012
[-0.08  0.37  0.08 -0.46],0.0,8.165510013036679
[-0.07  0.18  0.07 -0.14],1.0,7.961677792262976
[-0.07  0.37  0.07 -0.41],1.0,7.7351975469588625
[-0.06  0.56  0.06 -0.68],1.0,7.4835528299542915
[-0.05  0.76  0.05 -0.96],0.0,7.203947588838101
[-0.03  0.56  0.03 -0.65],1.0,6.893275098709001
[-0.02  0.76  0.01 -0.94],1.0,6.548083443010001
[-0.01  0.95 -0.01 -1.22],1.0,6.164537158900001
[ 0.01  1.15 -0.03 -1.52],0.0,5.738374621000001
[ 0.04  0.95 -0.06 -1.24],0.0,5.264860690000001
[ 0.05  0.76 -0.09 -0.96],0.0,4.7387341
[ 0.07  0.56 -0.1  -0.7 ],0.0,4.154149
[ 0.08  0.37 -0.12 -0.44],1.0,3.50461
[ 0.09  0.57 -0.13 -0.77],0.0,2.7829
[ 0.1   0.37 -0.14 -0.52],1.0,1.981
[ 0.11  0.57 -0.15 -0.85],1.0,1.09
[ 0.12  0.77 -0.17 -1.19],0.0,0.09999999999999998
[ 0.13  0.57 -0.19 -0.95],1.0,-1.0
[-0.01 -0.    0.01 -0.02],1.0,6.893275098709001
[-0.01  0.19  0.01 -0.31],0.0,6.548083443010001
[-0.01 -0.    0.   -0.01],0.0,6.164537158900001
[-0.01 -0.2   0.    0.28],0.0,5.738374621000001
[-0.01 -0.39  0.01  0.57],0.0,5.264860690000001
[-0.02 -0.59  0.02  0.87],0.0,4.7387341
[-0.03 -0.78  0.04  1.17],1.0,4.154149
[-0.05 -0.59  0.06  0.89],0.0,3.50461
[-0.06 -0.78  0.08  1.2 ],0.0,2.7829
[-0.07 -0.98  0.1   1.51],1.0,1.981
[-0.09 -0.79  0.13  1.25],0.0,1.09
[-0.11 -0.98  0.16  1.58],1.0,0.09999999999999998
[-0.13 -0.79  0.19  1.34],0.0,-1.0
[-0.04  0.03  0.01 -0.03],0.0,9.210312213538964
[-0.04 -0.17  0.01  0.27],1.0,9.122569126154405
[-0.05  0.03  0.02 -0.02],1.0,9.025076806838227
[-0.05  0.22  0.02 -0.31],0.0,8.91675200759803
[-0.04  0.03  0.01 -0.01],0.0,8.796391119553366
[-0.04 -0.17  0.01  0.29],0.0,8.66265679950374
[-0.04 -0.36  0.02  0.58],1.0,8.51406311055971
[-0.05 -0.17  0.03  0.3 ],1.0,8.348959011733012
[-0.05  0.03  0.04  0.01],0.0,8.165510013036679
[-0.05 -0.17  0.04  0.32],1.0,7.961677792262976
[-0.06  0.03  0.04  0.03],0.0,7.7351975469588625
[-0.06 -0.17  0.04  0.34],1.0,7.4835528299542915
[-0.06  0.02  0.05  0.06],0.0,7.203947588838101
[-0.06 -0.17  0.05  0.37],1.0,6.893275098709001
[-0.06  0.02  0.06  0.09],1.0,6.548083443010001
[-0.06  0.22  0.06 -0.18],0.0,6.164537158900001
[-0.06  0.02  0.06  0.13],0.0,5.738374621000001
[-0.06 -0.17  0.06  0.44],0.0,5.264860690000001
[-0.06 -0.37  0.07  0.75],0.0,4.7387341
[-0.07 -0.57  0.08  1.06],0.0,4.154149
[-0.08 -0.76  0.1   1.38],1.0,3.50461
[-0.1  -0.57  0.13  1.12],1.0,2.7829
[-0.11 -0.38  0.15  0.88],1.0,1.981
[-0.11 -0.18  0.17  0.64],0.0,1.09
[-0.12 -0.38  0.18  0.98],1.0,0.09999999999999998
[-0.13 -0.19  0.2   0.75],0.0,-1.0
[ 0.02 -0.02 -0.   -0.  ],0.0,8.796391119553366
[ 0.02 -0.21 -0.    0.29],1.0,8.66265679950374
[ 0.01 -0.02  0.   -0.01],0.0,8.51406311055971
[ 0.01 -0.21  0.    0.29],1.0,8.348959011733012
[ 0.01 -0.02  0.01 -0.01],0.0,8.165510013036679
[ 0.01 -0.21  0.01  0.29],0.0,7.961677792262976
[ 0.   -0.41  0.01  0.58],0.0,7.7351975469588625
[-0.01 -0.6   0.02  0.88],1.0,7.4835528299542915
[-0.02 -0.41  0.04  0.6 ],1.0,7.203947588838101
[-0.03 -0.21  0.05  0.32],0.0,6.893275098709001
[-0.03 -0.41  0.06  0.63],0.0,6.548083443010001
[-0.04 -0.61  0.07  0.94],1.0,6.164537158900001
[-0.05 -0.41  0.09  0.67],1.0,5.738374621000001
[-0.06 -0.22  0.11  0.41],1.0,5.264860690000001
[-0.06 -0.03  0.11  0.15],1.0,4.7387341
[-0.06  0.17  0.12 -0.11],0.0,4.154149
[-0.06 -0.03  0.11  0.22],0.0,3.50461
[-0.06 -0.23  0.12  0.55],0.0,2.7829
[-0.06 -0.42  0.13  0.87],0.0,1.981
[-0.07 -0.62  0.15  1.2 ],1.0,1.09
[-0.09 -0.43  0.17  0.96],0.0,0.09999999999999998
[-0.09 -0.62  0.19  1.3 ],0.0,-1.0
[-0.01  0.05  0.01  0.01],0.0,8.91675200759803
[-0.01 -0.15  0.01  0.31],0.0,8.796391119553366
[-0.01 -0.35  0.02  0.61],1.0,8.66265679950374
[-0.02 -0.15  0.03  0.32],0.0,8.51406311055971
[-0.02 -0.35  0.03  0.62],1.0,8.348959011733012
[-0.03 -0.15  0.05  0.34],0.0,8.165510013036679
[-0.03 -0.35  0.05  0.64],0.0,7.961677792262976
[-0.04 -0.54  0.07  0.95],1.0,7.7351975469588625
[-0.05 -0.35  0.09  0.68],1.0,7.4835528299542915
[-0.05 -0.15  0.1   0.42],1.0,7.203947588838101
[-0.06  0.04  0.11  0.16],1.0,6.893275098709001
[-0.06  0.23  0.11 -0.1 ],1.0,6.548083443010001
[-0.05  0.43  0.11 -0.35],0.0,6.164537158900001
[-0.04  0.23  0.1  -0.03],0.0,5.738374621000001
[-0.04  0.03  0.1   0.29],0.0,5.264860690000001
[-0.04 -0.16  0.11  0.62],1.0,4.7387341
[-0.04  0.03  0.12  0.36],1.0,4.154149
[-0.04  0.22  0.13  0.11],0.0,3.50461
[-0.04  0.03  0.13  0.44],0.0,2.7829
[-0.04 -0.17  0.14  0.77],0.0,1.981
[-0.04 -0.37  0.15  1.1 ],0.0,1.09
[-0.05 -0.56  0.17  1.44],0.0,0.09999999999999998
[-0.06 -0.76  0.2   1.78],1.0,-1.0
[-0.04 -0.01 -0.03 -0.03],1.0,8.51406311055971
[-0.04  0.18 -0.04 -0.33],0.0,8.348959011733012
[-0.04 -0.01 -0.04 -0.05],0.0,8.165510013036679
[-0.04 -0.2  -0.04  0.23],1.0,7.961677792262976
[-0.05 -0.01 -0.04 -0.08],0.0,7.7351975469588625
[-0.05 -0.2  -0.04  0.2 ],1.0,7.4835528299542915
[-0.05 -0.01 -0.04 -0.1 ],1.0,7.203947588838101
[-0.05  0.19 -0.04 -0.41],1.0,6.893275098709001
[-0.05  0.38 -0.05 -0.71],0.0,6.548083443010001
[-0.04  0.19 -0.06 -0.43],0.0,6.164537158900001
[-0.03 -0.01 -0.07 -0.16],0.0,5.738374621000001
[-0.03 -0.2  -0.07  0.11],1.0,5.264860690000001
[-0.04 -0.   -0.07 -0.21],1.0,4.7387341
[-0.04  0.19 -0.07 -0.52],1.0,4.154149
[-0.03  0.39 -0.08 -0.83],1.0,3.50461
[-0.03  0.59 -0.1  -1.15],0.0,2.7829
[-0.02  0.39 -0.12 -0.89],1.0,1.981
[-0.01  0.59 -0.14 -1.22],1.0,1.09
[ 0.    0.78 -0.17 -1.56],0.0,0.09999999999999998
[ 0.02  0.59 -0.2  -1.32],1.0,-1.0
[-0.02  0.04 -0.02  0.04],1.0,9.424317603669905
[-0.02  0.24 -0.02 -0.25],0.0,9.360352892966562
[-0.01  0.04 -0.02  0.03],0.0,9.289280992185068
[-0.01 -0.15 -0.02  0.32],0.0,9.210312213538964
[-0.01 -0.35 -0.01  0.61],1.0,9.122569126154405
[-0.02 -0.15 -0.    0.31],1.0,9.025076806838227
[-0.02  0.04  0.    0.02],0.0,8.91675200759803
[-0.02 -0.15  0.    0.31],0.0,8.796391119553366
[-0.03 -0.35  0.01  0.6 ],1.0,8.66265679950374
[-0.03 -0.15  0.02  0.31],1.0,8.51406311055971
[-0.04  0.04  0.03  0.03],0.0,8.348959011733012
[-0.03 -0.15  0.03  0.33],0.0,8.165510013036679
[-0.04 -0.35  0.04  0.63],1.0,7.961677792262976
[-0.04 -0.15  0.05  0.35],0.0,7.7351975469588625
[-0.05 -0.35  0.06  0.66],1.0,7.4835528299542915
[-0.05 -0.16  0.07  0.38],1.0,7.203947588838101
[-0.06  0.04  0.08  0.11],1.0,6.893275098709001
[-0.06  0.23  0.08 -0.16],0.0,6.548083443010001
[-0.05  0.04  0.08  0.16],1.0,6.164537158900001
[-0.05  0.23  0.08 -0.11],0.0,5.738374621000001
[-0.05  0.03  0.08  0.21],0.0,5.264860690000001
[-0.05 -0.16  0.08  0.52],0.0,4.7387341
[-0.05 -0.36  0.09  0.84],1.0,4.154149
[-0.06 -0.16  0.11  0.58],0.0,3.50461
[-0.06 -0.36  0.12  0.9 ],0.0,2.7829
[-0.07 -0.56  0.14  1.23],1.0,1.981
[-0.08 -0.36  0.16  0.98],1.0,1.09
[-0.09 -0.17  0.18  0.75],0.0,0.09999999999999998
[-0.09 -0.37  0.2   1.09],1.0,-1.0
[ 0.03 -0.04 -0.01 -0.04],1.0,6.548083443010001
[ 0.03  0.15 -0.01 -0.33],1.0,6.164537158900001
[ 0.03  0.35 -0.02 -0.63],1.0,5.738374621000001
[ 0.04  0.54 -0.03 -0.93],1.0,5.264860690000001
[ 0.05  0.74 -0.05 -1.23],0.0,4.7387341
[ 0.06  0.54 -0.07 -0.95],1.0,4.154149
[ 0.08  0.74 -0.09 -1.27],0.0,3.50461
[ 0.09  0.55 -0.12 -1.01],1.0,2.7829
[ 0.1   0.74 -0.14 -1.33],0.0,1.981
[ 0.12  0.55 -0.17 -1.09],0.0,1.09
[ 0.13  0.36 -0.19 -0.85],0.0,0.09999999999999998
[ 0.13  0.16 -0.2  -0.62],1.0,-1.0
[ 0.04  0.01 -0.04  0.01],0.0,8.165510013036679
[ 0.05 -0.18 -0.04  0.29],1.0,7.961677792262976
[ 0.04  0.01 -0.03 -0.01],0.0,7.7351975469588625
[ 0.04 -0.18 -0.03  0.27],0.0,7.4835528299542915
[ 0.04 -0.38 -0.03  0.55],0.0,7.203947588838101
[ 0.03 -0.57 -0.02  0.84],0.0,6.893275098709001
[ 0.02 -0.77  0.    1.12],0.0,6.548083443010001
[ 0.   -0.96  0.02  1.42],1.0,6.164537158900001
[-0.02 -0.77  0.05  1.13],0.0,5.738374621000001
[-0.03 -0.96  0.07  1.44],1.0,5.264860690000001
[-0.05 -0.77  0.1   1.17],1.0,4.7387341
[-0.07 -0.58  0.13  0.91],1.0,4.154149
[-0.08 -0.38  0.14  0.66],1.0,3.50461
[-0.08 -0.19  0.16  0.42],0.0,2.7829
[-0.09 -0.39  0.17  0.76],1.0,1.981
[-0.1  -0.19  0.18  0.52],0.0,1.09
[-0.1  -0.39  0.19  0.87],1.0,0.09999999999999998
[-0.11 -0.2   0.21  0.64],0.0,-1.0
[-0.05 -0.04 -0.02  0.04],1.0,8.796391119553366
[-0.05  0.15 -0.02 -0.26],0.0,8.66265679950374
[-0.05 -0.04 -0.03  0.03],1.0,8.51406311055971
[-0.05  0.15 -0.03 -0.28],0.0,8.348959011733012
[-0.04 -0.04 -0.03  0.01],0.0,8.165510013036679
[-0.04 -0.24 -0.03  0.29],1.0,7.961677792262976
[-0.05 -0.04 -0.03 -0.01],0.0,7.7351975469588625
[-0.05 -0.24 -0.03  0.27],1.0,7.4835528299542915
[-0.05 -0.04 -0.02 -0.03],1.0,7.203947588838101
[-0.06  0.16 -0.02 -0.33],1.0,6.893275098709001
[-0.05  0.35 -0.03 -0.63],0.0,6.548083443010001
[-0.05  0.16 -0.04 -0.35],0.0,6.164537158900001
[-0.04 -0.04 -0.05 -0.07],1.0,5.738374621000001
[-0.04  0.16 -0.05 -0.37],0.0,5.264860690000001
[-0.04 -0.04 -0.06 -0.1 ],1.0,4.7387341
[-0.04  0.16 -0.06 -0.41],1.0,4.154149
[-0.04  0.35 -0.07 -0.72],1.0,3.50461
[-0.03  0.55 -0.08 -1.03],1.0,2.7829
[-0.02  0.75 -0.1  -1.35],1.0,1.981
[-0.    0.94 -0.13 -1.67],1.0,1.09
[ 0.01  1.14 -0.16 -2.  ],1.0,0.09999999999999998
[ 0.04  1.34 -0.2  -2.34],1.0,-1.0
[-0.01 -0.03 -0.03  0.04],0.0,7.4835528299542915
[-0.01 -0.22 -0.03  0.33],1.0,7.203947588838101
[-0.02 -0.03 -0.02  0.03],1.0,6.893275098709001
[-0.02  0.17 -0.02 -0.27],0.0,6.548083443010001
[-0.01 -0.03 -0.02  0.01],1.0,6.164537158900001
[-0.01  0.17 -0.02 -0.29],1.0,5.738374621000001
[-0.01  0.37 -0.03 -0.59],1.0,5.264860690000001
[-0.    0.56 -0.04 -0.89],1.0,4.7387341
[ 0.01  0.76 -0.06 -1.19],0.0,4.154149
[ 0.02  0.56 -0.08 -0.92],1.0,3.50461
[ 0.03  0.76 -0.1  -1.24],0.0,2.7829
[ 0.05  0.56 -0.13 -0.98],1.0,1.981
[ 0.06  0.76 -0.15 -1.31],0.0,1.09
[ 0.08  0.57 -0.17 -1.07],1.0,0.09999999999999998
[ 0.09  0.77 -0.19 -1.41],0.0,-1.0
[0.03 0.03 0.01 0.04],0.0,9.122569126154405
[ 0.03 -0.17  0.01  0.33],1.0,9.025076806838227
[0.03 0.03 0.01 0.04],1.0,8.91675200759803
[ 0.03  0.22  0.01 -0.25],1.0,8.796391119553366
[ 0.03  0.42  0.01 -0.54],1.0,8.66265679950374
[ 0.04  0.61 -0.   -0.83],0.0,8.51406311055971
[ 0.05  0.42 -0.02 -0.53],0.0,8.348959011733012
[ 0.06  0.22 -0.03 -0.25],0.0,8.165510013036679
[ 0.07  0.03 -0.03  0.04],0.0,7.961677792262976
[ 0.07 -0.17 -0.03  0.32],1.0,7.7351975469588625
[ 0.06  0.03 -0.03  0.01],1.0,7.4835528299542915
[ 0.06  0.22 -0.03 -0.29],1.0,7.203947588838101
[ 0.07  0.42 -0.03 -0.59],0.0,6.893275098709001
[ 0.08  0.22 -0.04 -0.31],0.0,6.548083443010001
[ 0.08  0.03 -0.05 -0.03],1.0,6.164537158900001
[ 0.08  0.23 -0.05 -0.34],1.0,5.738374621000001
[ 0.09  0.42 -0.06 -0.64],0.0,5.264860690000001
[ 0.09  0.23 -0.07 -0.37],0.0,4.7387341
[ 0.1   0.03 -0.08 -0.1 ],1.0,4.154149
[ 0.1   0.23 -0.08 -0.42],1.0,3.50461
[ 0.1   0.42 -0.09 -0.73],1.0,2.7829
[ 0.11  0.62 -0.1  -1.05],1.0,1.981
[ 0.13  0.82 -0.12 -1.38],1.0,1.09
[ 0.14  1.01 -0.15 -1.7 ],1.0,0.09999999999999998
[ 0.16  1.21 -0.19 -2.04],1.0,-1.0
[-0.02 -0.02 -0.03  0.03],1.0,9.025076806838227
[-0.02  0.17 -0.03 -0.27],0.0,8.91675200759803
[-0.02 -0.02 -0.03  0.01],1.0,8.796391119553366
[-0.02  0.17 -0.03 -0.29],1.0,8.66265679950374
[-0.01  0.37 -0.04 -0.59],0.0,8.51406311055971
[-0.    0.17 -0.05 -0.31],0.0,8.348959011733012
[-0.   -0.02 -0.06 -0.04],1.0,8.165510013036679
[-0.    0.18 -0.06 -0.35],1.0,7.961677792262976
[ 0.    0.37 -0.06 -0.65],0.0,7.7351975469588625
[ 0.01  0.18 -0.08 -0.38],0.0,7.4835528299542915
[ 0.01 -0.02 -0.08 -0.12],1.0,7.203947588838101
[ 0.01  0.18 -0.09 -0.43],1.0,6.893275098709001
[ 0.02  0.38 -0.1  -0.75],0.0,6.548083443010001
[ 0.02  0.18 -0.11 -0.49],0.0,6.164537158900001
[ 0.03 -0.01 -0.12 -0.23],1.0,5.738374621000001
[ 0.03  0.19 -0.12 -0.56],0.0,5.264860690000001
[ 0.03 -0.01 -0.14 -0.31],0.0,4.7387341
[ 0.03 -0.2  -0.14 -0.06],1.0,4.154149
[ 0.03 -0.   -0.14 -0.4 ],1.0,3.50461
[ 0.03  0.19 -0.15 -0.73],0.0,2.7829
[ 0.03 -0.   -0.17 -0.49],1.0,1.981
[ 0.03  0.2  -0.18 -0.83],0.0,1.09
[ 0.03  0.   -0.19 -0.6 ],0.0,0.09999999999999998
[ 0.03 -0.19 -0.2  -0.37],0.0,-1.0
[-0.02 -0.04  0.05 -0.01],0.0,7.961677792262976
[-0.02 -0.24  0.05  0.29],1.0,7.7351975469588625
[-0.03 -0.04  0.06  0.02],0.0,7.4835528299542915
