0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,z
0,24,9,29,12,27,10,21,5,13,8,20,7,18,17,16,23,14,15,1,25,26,22,30,11,28,31,3,4,19,6,0,28726
0,8,5,19,10,21,29,23,1,7,26,3,17,11,12,13,14,24,6,30,2,20,9,28,18,25,31,4,22,27,15,0,34234
0,8,21,17,7,15,16,2,27,4,23,3,13,11,10,9,28,18,20,25,26,24,1,22,6,31,29,14,30,19,5,0,33609
0,2,26,6,11,25,8,20,21,5,16,24,29,19,31,12,18,10,22,4,23,15,1,30,27,28,7,3,13,14,17,0,32669
0,11,31,22,18,16,19,8,23,21,1,30,17,2,4,12,13,14,25,10,26,5,24,15,27,7,20,6,29,3,9,0,28673
0,11,10,25,7,3,26,28,29,8,18,15,31,12,24,30,4,5,23,27,22,17,16,13,2,19,9,14,21,20,6,0,31092
0,29,15,2,18,8,25,9,30,16,7,14,24,31,3,26,5,10,11,6,21,12,17,22,13,20,27,1,23,19,28,0,36576
0,11,31,19,17,30,7,20,29,12,28,26,8,3,5,1,13,15,16,23,24,21,10,2,9,14,27,18,4,22,6,0,30617
0,29,8,5,26,30,2,13,31,1,27,6,20,4,16,25,28,22,14,18,11,24,17,15,19,23,21,12,10,9,7,0,32477
0,1,12,29,19,25,2,18,13,3,26,16,14,20,30,7,28,4,15,11,8,10,6,9,17,22,21,27,24,23,5,0,33565
0,2,13,10,21,24,6,19,5,4,22,1,11,15,31,20,9,30,16,3,12,25,18,28,29,26,17,8,27,23,14,0,30977
0,25,2,4,17,27,10,16,20,31,26,18,15,1,7,13,9,24,11,6,30,23,3,21,22,28,19,12,14,8,5,0,36564
0,16,20,10,26,30,5,13,12,19,29,2,25,23,17,31,18,9,7,27,11,8,24,14,28,4,21,22,15,1,3,0,33311
0,1,12,23,29,18,13,25,11,31,20,26,3,8,6,30,24,17,9,16,22,15,21,5,7,28,4,2,14,27,19,0,34865
0,28,4,9,23,22,8,3,6,30,16,20,26,15,11,13,14,17,29,18,5,19,27,31,25,1,21,2,24,10,7,0,31235
0,9,6,7,21,3,31,18,30,26,16,4,1,12,15,27,8,24,11,19,10,17,29,20,25,23,22,14,13,28,5,0,32758
0,23,17,28,21,10,3,25,14,18,29,13,26,4,9,6,24,30,8,31,1,15,11,19,5,22,27,20,7,2,12,0,34720
0,23,22,15,14,30,17,2,18,5,24,6,1,11,16,31,4,13,10,19,29,8,3,21,20,25,28,7,12,26,27,0,34160
0,22,7,12,8,11,4,5,23,30,18,16,13,31,24,9,3,25,2,10,17,6,20,19,26,1,15,28,14,21,27,0,30126
0,6,29,24,8,16,12,20,26,28,11,10,23,13,3,14,7,5,21,17,19,15,1,30,4,9,22,18,31,25,2,0,36935
0,31,10,12,17,7,25,4,2,11,30,18,21,27,3,22,23,28,29,13,8,20,14,6,5,9,19,26,24,16,1,0,31367
0,13,21,14,8,19,17,9,4,11,26,10,23,29,7,3,25,1,28,31,27,22,15,20,6,5,30,12,24,2,18,0,29340
0,26,15,22,30,16,11,31,28,7,13,2,27,25,8,3,9,17,23,4,12,1,14,6,5,19,18,21,20,10,24,0,33379
0,4,20,11,12,10,15,28,8,13,23,14,18,29,16,19,27,1,24,21,26,17,22,7,6,9,25,30,5,3,31,0,31341
0,1,15,25,23,21,26,17,4,20,6,12,11,3,2,31,24,28,27,22,14,29,13,16,5,8,19,9,10,18,7,0,33738
0,9,19,1,22,27,15,31,26,16,11,29,13,2,25,24,18,8,4,12,5,23,17,30,10,3,6,28,20,14,7,0,30848
0,21,9,20,14,27,16,8,30,15,12,4,17,29,24,7,13,28,26,22,25,5,6,10,23,3,18,11,1,19,31,0,31106
0,6,14,11,1,4,15,16,24,2,28,5,9,26,3,20,27,18,8,10,29,21,22,17,25,7,30,13,12,19,23,0,28962
0,4,15,17,5,12,20,30,13,16,18,27,14,22,7,24,31,29,11,28,26,10,25,3,1,9,8,21,23,19,6,0,29425
0,17,29,12,18,15,9,16,6,7,31,5,11,21,13,28,14,10,25,23,2,1,27,19,4,24,26,3,22,30,8,0,33183
0,25,6,31,17,4,11,3,13,23,16,20,9,19,21,18,1,12,28,10,26,7,15,24,22,2,27,29,8,14,30,0,35614
0,25,3,21,30,6,27,15,4,23,19,12,5,26,10,17,8,13,16,24,29,22,31,18,9,14,7,20,1,28,2,0,36799
0,3,27,22,10,23,9,25,5,8,14,1,24,4,19,6,13,2,11,21,17,26,29,28,12,30,16,7,20,18,31,0,29872
0,6,24,21,20,26,13,16,4,31,3,17,10,14,15,1,28,27,25,30,5,18,2,19,29,22,8,11,23,7,9,0,33988
0,5,18,25,3,26,16,21,7,12,22,11,8,23,2,9,27,4,6,1,30,31,29,15,24,13,28,17,10,19,20,0,30217
0,30,1,2,4,15,5,22,19,28,12,20,14,29,8,17,21,16,24,6,10,11,26,25,7,3,18,13,31,23,27,0,30414
0,20,1,17,30,31,29,19,4,23,2,21,27,26,12,11,15,13,10,5,28,25,18,22,8,24,16,14,7,3,9,0,28333
0,5,13,11,23,31,6,10,25,2,7,19,4,27,20,15,16,21,28,18,30,1,17,29,24,8,14,12,26,9,3,0,33424
0,8,12,28,21,30,7,14,31,2,26,4,19,25,27,11,1,29,17,23,9,15,6,16,3,10,24,13,20,18,5,0,30749
0,24,15,6,25,9,26,7,3,17,4,1,18,21,13,23,22,5,14,2,8,29,10,11,20,19,12,16,30,27,28,0,32589
0,21,13,25,15,20,18,19,26,28,31,1,14,6,5,4,17,9,16,3,2,27,8,11,29,10,7,23,12,22,24,0,29083
0,14,27,21,22,24,9,7,2,26,31,13,4,3,25,1,19,30,16,29,28,18,6,11,5,10,15,23,12,17,8,0,32248
0,17,5,8,2,28,12,6,30,13,16,22,24,26,29,9,18,4,3,20,10,23,31,27,25,19,7,14,15,11,21,0,30028
0,10,20,5,13,23,6,15,27,31,19,18,17,2,22,30,4,3,14,9,26,11,29,24,25,12,16,28,21,7,8,0,35130
0,12,10,27,16,28,14,23,13,22,20,1,4,26,25,5,15,19,2,29,21,17,7,24,9,30,11,6,18,31,3,0,34651
0,15,1,20,25,28,3,5,12,2,22,7,10,9,4,17,6,8,30,27,14,31,18,24,29,23,16,26,21,19,11,0,34969
0,4,22,6,15,20,26,28,10,23,19,8,5,31,2,21,18,14,29,24,9,13,27,3,16,7,11,12,25,30,1,0,34748
0,31,30,9,20,6,28,1,29,21,2,19,18,5,14,3,17,8,13,11,10,23,22,27,24,25,4,26,12,7,15,0,33598
0,26,9,8,29,14,21,2,12,18,10,6,17,11,3,30,23,28,7,1,31,25,5,27,13,22,4,16,19,20,24,0,31942
0,9,23,5,16,17,22,31,25,2,26,12,19,6,28,29,8,14,11,21,24,18,15,3,20,13,10,30,27,7,1,0,37277
0,16,15,6,19,1,18,25,10,12,27,3,8,21,13,2,30,9,29,11,7,5,17,26,23,4,14,31,24,28,20,0,35374
0,6,31,28,11,30,12,20,3,2,24,17,9,26,5,7,8,1,14,25,23,21,22,19,10,13,18,29,4,27,16,0,26001
0,5,28,21,22,10,3,4,18,8,16,6,15,14,24,12,31,30,26,13,29,2,1,7,9,11,25,17,19,20,23,0,30110
0,29,18,11,7,19,3,14,28,21,24,5,31,25,26,6,10,16,20,4,12,1,27,8,30,2,17,15,9,23,13,0,35725
0,2,25,17,7,24,5,10,28,27,31,15,8,9,20,18,26,6,23,19,22,16,1,3,13,29,4,21,30,11,14,0,29549
0,4,20,24,22,28,29,31,10,13,30,12,8,19,3,14,9,21,15,26,1,23,11,27,5,25,17,18,6,7,2,0,28879
0,11,2,22,25,8,27,19,1,10,4,5,3,31,28,24,17,23,21,16,9,6,18,12,29,30,7,26,14,20,15,0,31087
0,19,16,24,15,11,13,14,7,12,5,20,23,21,30,1,18,25,28,29,31,9,26,10,8,6,22,4,2,17,3,0,29826
0,26,31,2,13,20,5,29,7,6,14,1,16,12,19,8,9,24,23,28,15,27,11,17,21,22,3,18,4,25,10,0,29578
0,23,12,2,28,21,19,9,26,29,27,4,25,17,8,1,6,31,3,30,24,13,7,10,18,22,15,14,5,16,11,0,37111
0,2,5,21,19,28,14,26,4,8,31,12,23,18,16,29,11,6,15,3,22,25,7,10,20,27,1,24,17,9,13,0,31762
0,24,22,19,27,26,8,20,5,2,31,1,13,3,16,12,15,7,23,6,25,11,18,28,17,10,9,14,21,30,4,0,32700
0,12,24,13,4,26,19,28,25,3,16,11,21,27,5,8,15,7,29,17,22,1,23,9,2,20,31,18,10,6,30,0,39540
0,7,24,21,28,16,30,19,10,29,1,26,27,31,6,25,9,23,20,17,18,22,4,3,8,2,13,11,5,14,15,0,33472
0,25,6,19,22,4,12,28,2,26,16,1,13,21,11,7,20,10,8,17,14,5,23,27,29,31,24,3,15,9,18,0,31099
0,30,4,19,10,2,23,27,28,29,12,6,8,26,9,25,3,11,14,13,31,22,21,17,7,20,24,15,16,1,5,0,32385
0,4,21,5,31,20,29,17,18,10,19,15,8,6,22,1,12,25,16,13,9,30,7,2,26,23,3,14,28,27,24,0,36685
0,4,22,14,12,5,31,10,2,29,30,19,7,25,24,9,18,20,13,26,8,17,11,23,27,15,16,28,6,3,21,0,34365
0,24,21,30,18,2,8,20,29,13,4,23,9,16,11,14,5,31,15,7,12,27,19,17,26,10,28,6,22,3,1,0,32334
0,1,2,25,22,6,16,12,30,3,21,27,29,13,4,18,24,11,19,14,7,31,8,26,10,28,15,17,9,23,5,0,32093
0,9,11,21,10,24,15,6,14,13,23,31,3,4,7,5,22,19,20,27,28,17,25,2,26,30,16,1,8,12,18,0,35391
0,23,5,8,12,21,30,1,18,25,7,20,2,31,19,6,15,28,17,11,10,22,29,26,16,14,4,9,24,3,13,0,30931
0,19,27,1,10,26,11,15,12,21,6,23,7,30,9,13,14,2,22,5,17,20,28,25,24,8,31,18,29,3,16,0,30518
0,28,10,26,12,2,20,17,16,6,4,3,13,15,14,21,19,9,27,29,23,8,30,1,7,11,24,5,18,31,25,0,32629
0,4,10,21,7,3,25,22,16,15,9,30,8,31,2,17,29,11,12,5,24,13,26,20,28,18,1,6,23,27,14,0,36761
0,25,6,16,11,26,8,18,19,9,23,14,29,1,10,21,17,5,3,28,2,27,4,30,15,7,13,12,20,31,22,0,31767
0,19,23,27,11,25,18,26,16,5,30,14,13,10,2,21,3,6,7,29,24,12,4,1,15,9,22,28,20,31,8,0,32836
0,24,16,1,11,14,2,4,18,9,10,23,5,31,7,17,22,26,6,28,12,13,20,29,25,27,21,3,15,30,8,0,30551
0,23,11,22,19,25,18,1,28,21,29,9,30,14,13,26,4,5,8,7,20,15,16,12,6,24,10,3,31,2,17,0,35730
0,25,22,10,29,2,19,18,9,12,1,8,16,17,24,26,4,27,3,20,6,5,7,28,30,15,21,31,11,23,13,0,29818
0,4,14,22,15,8,7,5,16,24,12,13,27,25,3,2,18,6,21,11,10,30,19,17,31,29,1,9,20,26,23,0,28209
0,21,26,10,20,6,25,2,23,22,8,13,7,24,9,15,11,5,17,31,14,28,18,1,4,12,29,19,30,3,16,0,32702
0,27,8,12,5,22,23,15,10,24,7,13,30,31,4,3,20,16,25,9,18,2,1,29,17,11,14,21,26,28,19,0,28338
0,17,24,6,3,23,25,14,8,10,22,1,13,18,30,9,26,15,19,16,2,4,20,11,5,28,29,21,12,27,7,0,32189
0,31,25,14,10,30,9,18,12,4,26,7,22,16,23,6,27,21,13,17,5,8,1,20,28,19,24,3,29,2,15,0,36018
0,17,20,16,23,4,15,24,5,29,6,2,25,13,30,9,1,19,26,18,10,8,28,22,27,11,7,12,21,3,31,0,33438
0,13,11,29,17,1,23,26,9,27,22,18,21,31,28,4,25,10,19,16,20,30,2,12,6,15,5,14,3,24,7,0,32806
0,1,7,22,9,28,31,2,27,8,24,13,5,16,17,26,23,3,10,4,21,15,25,30,19,12,18,11,6,29,20,0,35920
0,25,19,30,20,17,28,15,29,23,11,9,27,4,2,8,12,7,10,3,6,24,5,1,26,22,31,13,16,18,14,0,28793
0,4,11,24,15,18,1,3,12,30,27,31,19,21,13,20,23,25,26,17,2,9,7,29,14,10,6,16,8,28,5,0,34035
0,10,26,14,31,23,15,24,9,28,18,20,2,22,12,3,11,8,5,7,25,4,17,13,21,16,6,29,1,27,30,0,33680
0,10,13,11,23,14,4,27,1,26,25,16,20,2,18,12,7,24,19,9,21,17,5,29,28,15,6,8,3,30,22,0,29438
0,27,10,31,2,5,19,17,12,15,20,13,30,24,18,22,3,9,14,8,6,26,1,21,4,7,11,28,16,29,23,0,30141
0,3,12,11,24,26,9,7,29,5,15,17,14,28,27,23,10,25,31,8,2,19,16,22,20,4,21,13,18,30,1,0,31637
0,1,13,2,15,26,5,19,9,24,18,17,21,27,7,11,30,25,31,20,10,23,29,28,8,3,14,22,12,16,6,0,35170
0,7,24,16,14,23,15,5,20,29,28,8,11,2,4,10,27,18,26,1,6,22,21,31,19,30,3,25,17,9,12,0,33112
0,20,18,13,30,28,19,10,7,11,22,25,5,21,6,27,31,2,1,29,23,16,14,26,3,24,15,9,4,17,12,0,34592
0,8,7,18,17,13,19,6,15,10,16,25,28,23,20,2,5,31,30,26,3,9,4,21,27,22,24,1,14,29,12,0,31829
0,28,20,4,8,21,3,6,24,31,15,9,12,29,30,19,7,14,25,10,17,18,22,11,26,2,16,23,27,5,13,0,31996
0,31,9,17,27,14,21,11,7,13,26,8,25,30,22,29,19,20,10,16,1,5,12,18,15,24,4,28,23,3,6,0,36312
0,28,24,20,1,8,26,16,3,18,15,22,19,21,23,9,11,10,25,7,30,5,17,27,4,6,2,13,31,12,14,0,31134
0,11,22,4,16,15,13,31,14,25,18,6,27,5,24,3,28,12,7,21,23,26,17,19,10,29,30,1,9,2,8,0,28164
0,25,10,16,18,26,11,14,30,7,3,20,15,28,4,2,9,29,22,21,1,23,19,13,12,27,17,24,8,6,5,0,27017
0,14,16,22,13,25,19,9,5,20,12,28,1,26,11,17,27,23,21,18,31,29,8,6,7,10,2,4,24,3,30,0,30648
0,2,16,30,18,9,31,5,19,22,10,15,14,1,21,11,25,29,23,24,20,17,26,6,7,3,28,27,12,4,8,0,32338
0,20,23,10,8,19,24,5,28,18,14,21,16,13,7,22,3,1,30,9,25,29,11,2,26,6,31,12,4,15,17,0,33816
0,12,18,31,9,2,8,22,19,17,7,16,24,21,1,27,30,15,5,28,23,29,14,25,4,26,10,20,11,6,13,0,34958
0,28,2,7,15,29,22,8,25,1,9,14,23,16,10,26,11,12,5,21,27,20,18,3,17,19,13,4,30,24,6,0,31207
0,7,26,28,17,16,18,5,2,12,25,20,31,10,29,27,15,1,6,14,8,19,9,11,3,30,21,23,4,24,22,0,31482
0,16,2,20,24,9,21,29,19,10,3,1,8,26,22,17,28,23,30,5,12,14,31,11,13,6,7,18,25,15,4,0,31682
0,18,20,22,7,16,28,23,3,4,27,25,5,2,31,15,14,29,21,24,6,1,17,8,11,26,10,9,19,30,12,0,25510
0,25,13,31,17,2,12,20,22,26,1,7,27,24,28,6,30,3,14,5,9,4,29,19,15,8,18,11,23,16,21,0,35991
0,26,17,24,8,4,30,14,21,2,16,31,13,5,9,28,29,1,12,19,6,7,3,18,20,23,22,10,27,25,11,0,27455
0,2,13,22,26,12,1,28,30,21,11,15,31,5,29,25,17,10,20,19,7,4,3,18,6,8,14,16,23,24,9,0,28436
0,1,2,11,31,21,3,18,27,23,5,4,17,6,12,29,9,13,28,30,24,26,14,10,22,8,20,15,16,19,25,0,30807
0,5,26,3,18,2,28,7,25,10,8,17,11,19,27,1,13,15,30,16,31,4,23,6,29,20,9,22,12,21,24,0,29629
0,14,16,30,27,6,5,3,7,2,4,17,21,11,29,31,13,25,22,26,18,15,24,23,28,20,9,8,12,1,19,0,32482
0,28,31,24,7,6,27,26,18,29,30,12,15,14,2,4,13,9,17,22,23,10,1,21,5,11,16,3,8,20,25,0,29782
0,15,5,1,14,4,22,2,7,30,17,29,10,28,18,3,20,25,9,12,27,8,31,6,23,11,24,13,19,16,26,0,34716
0,15,1,23,8,3,31,14,29,12,21,13,19,22,25,28,10,16,4,5,7,2,24,11,26,20,27,6,9,18,30,0,35373
0,30,21,25,27,1,9,13,26,8,15,28,22,11,31,5,23,20,7,3,4,6,18,19,12,16,29,2,24,10,17,0,30616
0,3,11,23,22,26,12,15,18,7,24,31,30,29,28,20,4,5,1,10,21,17,27,19,6,13,2,14,25,16,9,0,31369
0,19,29,1,10,31,9,25,11,17,12,26,8,13,30,2,27,16,18,7,22,4,28,24,23,21,15,5,3,6,14,0,29587
0,17,21,8,2,11,12,9,29,28,7,22,3,27,25,15,16,23,1,14,13,31,30,26,19,5,18,6,24,20,4,0,29179
0,4,23,3,25,14,10,22,7,6,27,24,15,29,26,5,11,8,28,1,17,16,20,31,12,9,2,21,18,13,30,0,33416
0,15,4,12,26,30,5,6,27,14,31,16,3,28,13,11,21,8,29,2,17,24,18,10,1,20,7,23,19,22,9,0,32381
0,7,23,10,11,15,5,29,4,2,26,6,1,19,27,24,22,12,16,14,25,9,30,8,18,3,31,13,17,21,28,0,30780
0,1,31,18,15,16,3,19,24,9,28,2,21,26,29,13,8,6,14,17,20,30,7,27,22,12,10,11,23,5,4,0,35343
0,11,20,26,31,25,13,24,16,30,3,22,28,9,17,27,8,14,29,6,4,1,12,5,2,10,21,15,19,23,7,0,36722
0,29,26,1,6,7,25,28,31,30,4,20,15,19,12,8,3,18,22,5,14,27,21,2,11,9,17,13,24,10,23,0,29709
0,19,27,14,3,18,12,6,30,1,23,21,20,8,10,22,13,17,28,24,26,29,16,2,7,11,15,4,5,25,9,0,29329
0,27,30,28,21,15,23,16,19,8,6,29,20,7,3,10,11,18,26,4,24,31,12,25,14,1,9,5,13,22,2,0,28928
0,2,29,19,24,6,9,11,27,31,13,23,12,10,5,28,17,25,26,8,3,7,15,16,20,4,30,14,18,22,1,0,29780
0,16,19,27,6,17,31,15,1,2,13,29,4,11,22,10,28,23,24,5,7,12,30,26,8,18,21,20,25,3,9,0,29641
0,1,16,13,11,24,12,2,26,19,9,6,15,27,21,23,20,31,29,3,22,18,30,8,7,17,28,25,14,10,5,0,35183
0,18,28,21,9,12,1,26,8,29,27,7,23,10,31,3,15,22,17,20,30,19,2,11,16,4,25,5,24,6,14,0,34856
0,23,3,21,29,22,14,25,8,16,6,2,26,31,24,12,28,17,18,7,4,5,27,10,20,15,13,19,30,11,1,0,30065
0,12,20,27,13,7,9,14,26,10,25,15,19,16,31,23,6,2,24,5,30,28,18,3,22,11,21,8,17,29,4,0,32632
0,8,18,23,29,15,10,4,2,26,3,6,7,24,9,20,5,21,11,25,12,30,31,16,17,13,14,27,22,19,1,0,26914
0,2,4,19,17,31,28,14,11,24,26,5,13,15,12,3,7,10,22,23,16,9,29,1,21,25,8,27,20,6,30,0,28878
0,8,31,14,9,21,3,12,16,26,13,1,2,25,27,24,17,19,18,6,5,15,11,7,22,20,10,28,4,30,23,0,35071
0,16,30,6,4,8,1,10,9,3,24,17,28,14,20,19,29,2,18,7,25,23,5,15,13,31,11,12,26,21,27,0,28623
0,17,26,2,31,18,8,29,20,13,9,4,5,11,23,14,21,7,15,24,28,19,10,25,1,30,3,22,12,27,6,0,35958
0,10,1,18,21,16,23,7,22,20,2,13,27,25,6,26,30,12,3,31,8,17,19,11,29,28,9,4,24,15,5,0,34861
0,9,17,2,5,16,30,28,23,22,15,25,10,6,12,19,20,1,29,24,14,27,21,13,18,11,4,7,8,3,26,0,32303
0,19,31,12,20,22,7,18,5,2,3,8,23,1,26,15,6,16,11,14,27,21,29,4,28,30,24,25,17,10,9,0,26701
0,2,1,5,29,22,9,26,7,17,30,6,25,20,21,16,8,15,3,11,12,24,13,27,18,28,19,23,4,31,14,0,36434
0,9,13,26,5,8,19,6,15,31,23,12,2,28,14,21,4,24,11,17,30,1,20,18,25,16,27,29,7,3,10,0,30050
0,25,18,27,8,13,4,24,12,6,19,22,14,30,15,17,5,2,28,21,20,16,9,3,7,29,26,23,31,10,1,0,30341
0,9,13,16,15,22,7,30,4,31,12,27,1,8,28,23,17,29,14,6,19,5,10,24,26,25,3,18,2,20,21,0,30727
0,3,10,6,31,23,25,19,15,13,11,9,16,2,29,28,17,7,4,21,30,12,8,14,1,24,27,22,20,5,18,0,28022
0,12,16,5,4,21,26,10,17,31,22,18,3,9,25,30,24,29,28,13,7,6,27,2,15,8,1,23,11,14,19,0,32475
0,26,9,6,20,21,10,13,29,1,31,2,19,5,14,16,24,8,7,28,23,22,30,17,4,25,11,18,27,3,12,0,32069
0,9,6,31,15,1,30,20,11,14,21,26,29,4,19,22,27,28,25,8,12,24,23,7,10,16,18,2,3,13,5,0,31739
0,26,23,4,1,25,24,30,13,19,27,11,31,14,6,5,8,21,12,22,28,2,9,10,20,3,15,29,7,18,17,0,30948
0,27,11,4,3,9,16,14,1,29,19,10,23,13,5,15,8,17,24,2,28,22,7,20,18,25,30,6,21,26,31,0,36962
0,5,10,8,29,30,1,16,27,22,6,25,28,17,4,26,13,15,11,3,14,19,21,31,9,18,2,24,12,23,7,0,31656
0,17,14,28,5,20,10,27,4,18,2,15,23,25,29,9,16,30,22,13,31,8,7,3,12,11,6,24,21,26,19,0,31804
0,24,14,5,27,18,23,2,28,29,16,26,3,20,15,9,22,30,31,17,10,8,6,11,21,13,1,25,7,19,4,0,31297
0,2,25,23,6,24,3,30,29,15,12,9,18,21,26,5,28,22,19,8,31,1,4,17,14,13,16,10,11,7,27,0,35254
0,16,18,11,27,5,22,4,20,25,8,30,6,3,9,24,28,15,29,23,13,7,10,26,17,12,31,14,21,19,1,0,27348
0,6,19,27,29,4,21,22,7,16,26,14,20,23,24,2,30,18,28,25,11,9,17,1,31,12,8,10,3,15,13,0,30939
0,27,4,19,24,15,26,20,21,31,17,3,30,9,13,16,5,28,7,10,23,18,14,12,22,2,1,11,8,6,25,0,35884
0,6,9,10,18,29,24,12,30,4,11,1,20,25,16,7,26,2,27,15,14,8,13,22,21,17,5,28,31,3,23,0,31755
0,15,22,24,30,1,20,31,14,7,12,26,25,8,3,18,19,27,6,11,21,2,13,4,5,23,10,29,17,28,16,0,34502
0,3,27,26,19,31,28,7,29,10,20,17,14,21,2,22,13,9,24,30,25,6,11,15,23,16,18,12,8,4,5,0,29201
0,31,7,3,20,15,29,30,6,10,28,19,22,18,27,11,5,21,16,13,4,14,25,8,12,1,17,2,24,23,26,0,37529
0,12,8,25,18,13,17,22,21,9,4,3,16,23,30,6,31,20,15,29,1,14,24,7,28,2,11,26,19,10,27,0,36785
0,31,14,19,15,3,23,2,22,28,7,11,30,10,24,6,27,8,25,16,5,21,29,12,18,9,1,4,13,26,17,0,35300
0,18,15,22,29,5,28,9,20,11,27,7,23,6,12,1,10,4,31,3,8,19,17,30,21,13,26,16,14,24,2,0,35194
0,16,14,24,12,25,22,23,5,7,9,17,15,26,11,1,3,30,10,19,2,13,8,18,6,29,27,31,4,20,21,0,30944
0,2,12,13,16,21,30,31,19,15,6,29,17,14,23,4,10,27,3,25,24,26,28,9,7,8,22,18,5,1,20,0,31214
0,26,12,18,4,2,21,30,11,5,22,13,20,9,19,7,6,15,17,3,31,23,10,28,14,25,8,29,1,27,24,0,33730
0,17,25,21,22,19,11,24,16,13,5,10,26,29,18,8,1,30,7,31,6,9,20,14,28,27,23,12,3,2,15,0,38240
0,28,26,2,13,5,7,22,19,8,6,29,15,9,20,23,27,12,4,30,31,11,21,10,14,18,25,3,17,24,1,0,33507
0,16,15,18,31,26,13,11,20,1,8,14,30,24,5,25,4,9,22,2,12,6,29,19,27,17,21,10,23,28,3,0,35453
0,28,13,9,30,22,12,26,23,3,19,27,5,18,11,17,20,14,4,10,21,25,2,1,24,29,31,8,7,15,16,0,32997
0,20,26,22,3,7,28,13,11,31,23,4,14,24,18,25,15,17,1,29,5,19,30,21,6,27,9,16,2,10,8,0,29092
0,14,18,24,30,17,10,21,11,27,4,6,26,31,13,16,5,1,8,2,15,3,29,25,12,9,19,23,7,28,20,0,33464
0,23,11,17,4,18,28,31,6,1,27,30,13,25,21,5,8,7,19,9,24,3,10,2,29,22,14,12,16,26,15,0,29704
0,25,18,1,29,22,31,26,13,11,5,14,21,19,27,24,2,16,12,28,7,17,8,15,3,10,9,30,23,6,4,0,35035
0,18,19,20,10,16,12,9,21,25,15,26,23,27,17,24,6,28,3,14,29,1,2,13,22,31,8,7,4,30,11,0,37129
0,18,21,12,3,19,23,31,15,8,11,20,30,5,2,16,9,26,14,29,27,10,17,24,25,28,4,1,7,6,22,0,26864
0,8,10,3,23,21,7,6,5,17,20,11,28,27,15,18,29,25,13,22,19,24,31,30,9,2,16,14,12,1,26,0,32479
0,9,17,20,8,28,2,3,13,18,31,12,26,22,16,27,24,21,10,14,25,5,23,1,11,6,4,29,15,30,7,0,32857
0,30,19,9,29,27,4,10,5,26,25,11,21,7,8,28,23,2,1,12,15,16,18,6,17,20,14,13,22,3,31,0,33747
0,10,13,1,9,23,12,14,5,29,24,17,27,19,30,4,6,20,11,7,28,8,26,22,16,18,15,31,21,25,2,0,31293
0,3,8,12,14,4,27,9,18,2,13,28,5,23,1,16,22,31,17,10,6,26,20,11,29,19,7,15,24,30,21,0,31257
0,21,22,29,11,13,24,20,31,7,27,19,6,5,25,12,18,28,26,30,8,1,17,15,14,4,10,2,9,3,16,0,32966
0,19,21,22,4,18,29,30,11,14,3,2,23,20,17,27,5,25,24,15,28,26,10,9,12,1,13,16,6,7,31,0,30687
0,4,23,21,22,2,24,10,11,25,9,20,18,6,26,15,13,5,29,12,31,28,17,3,19,27,1,30,14,7,8,0,24065
0,6,27,4,31,8,17,18,5,10,20,23,26,21,30,11,19,13,22,3,16,1,25,29,15,14,28,9,12,7,2,0,31984
0,25,10,15,3,1,21,22,11,18,30,31,6,2,9,14,16,17,13,23,8,19,20,28,27,7,29,26,24,4,5,0,32998
0,15,23,12,7,10,4,31,21,11,29,3,19,24,26,2,6,22,16,5,20,8,9,30,14,25,18,1,17,13,27,0,28676
0,22,3,31,30,2,17,16,12,7,24,9,15,8,1,11,6,21,25,5,27,20,19,14,23,18,13,10,29,28,4,0,36412
0,23,22,6,24,28,14,30,5,1,4,26,10,27,19,9,15,17,7,18,12,3,25,31,8,11,13,21,29,20,2,0,32376
0,12,9,14,11,24,8,3,5,22,1,7,27,25,20,19,31,13,2,17,10,29,30,23,26,6,28,4,15,21,18,0,33217
0,19,4,18,8,10,25,3,9,27,31,26,28,2,14,15,13,7,5,11,23,20,24,12,16,1,29,21,17,30,6,0,30899
0,11,14,7,5,30,22,26,10,6,2,25,19,27,3,17,24,13,21,15,9,29,23,8,1,18,16,12,20,31,4,0,33154
0,21,9,3,27,31,11,13,23,15,2,26,19,4,14,30,10,16,29,6,8,1,24,7,25,18,22,5,12,28,17,0,32838
0,10,6,13,17,28,1,24,15,30,22,3,27,2,18,29,8,23,21,9,20,4,11,7,14,31,19,5,12,16,25,0,33658
0,27,10,1,19,8,5,23,16,14,29,24,18,26,30,9,28,22,31,25,15,11,20,17,3,12,21,4,7,2,6,0,31937
0,31,5,28,21,25,18,6,22,17,1,8,26,30,29,15,4,7,12,19,24,11,16,20,2,9,14,27,3,13,23,0,36948
0,21,14,17,15,13,3,8,11,9,25,19,20,18,31,27,4,10,1,7,23,28,29,22,16,26,6,24,12,30,2,0,28835
0,14,26,31,24,10,29,20,21,17,2,6,13,3,7,12,25,15,18,27,28,5,23,19,11,16,4,1,9,8,22,0,35221
0,5,16,17,21,25,6,18,9,15,20,12,19,29,28,1,27,4,3,13,30,11,31,2,10,7,26,14,22,23,8,0,31748
0,30,10,24,11,26,8,18,3,31,28,25,16,22,6,19,14,2,23,20,29,21,15,5,27,4,7,17,1,13,12,0,30555
